handle,title,price_ghs,in_stock,categories,image_file,proposed_requires_prescription,confidence,rule,pharmacist_decision,pharmacist_notes
haliborange-calcium-vitamin-d-60s-3-12years,HALIBORANGE CALCIUM &VITAMIN D 60S (3-12YEARS),120.00,yes,Vitamins & Supplements,haliborange-calcium-vitamin-d-60s-3-12years.jpg,NO,high,general-sale: vitamin,,
hand-cleansing-gel-sachets-50pk,HAND CLEANSING GEL SACHETS 50PK,54.00,yes,Other,hand-cleansing-gel-sachets-50pk.jpg,NO,medium,consumer category: Other,,
harpic-tiolet-cleaner,HARPIC TIOLET CLEANER,33.00,yes,Other,harpic-tiolet-cleaner.jpg,NO,medium,consumer category: Other,,
head-to-toe-eyelash-curler,HEAD TO TOE EYELASH CURLER,45.00,yes,Beauty & Toiletries,head-to-toe-eyelash-curler.jpg,NO,medium,consumer category: Beauty & Toiletries,,
health-point-cold-sore-patches-15packs,HEALTH POINT COLD SORE PATCHES (15PACKS),30.00,yes,Other,health-point-cold-sore-patches-15packs.jpg,NO,medium,consumer category: Other,,
heaven-camphor,HEAVEN CAMPHOR,12.00,yes,Other,heaven-camphor.jpg,NO,medium,consumer category: Other,,
heaven-mosquito-spray,HEAVEN MOSQUITO SPRAY,41.00,yes,Other,heaven-mosquito-spray.jpg,NO,medium,consumer category: Other,,
heaven-scent-bath,HEAVEN SCENT BATH,50.00,yes,Beauty & Toiletries,heaven-scent-bath.jpg,NO,medium,consumer category: Beauty & Toiletries,,
heaven-scent-body-lotion,HEAVEN SCENT BODY LOTION,30.00,yes,Beauty & Toiletries,heaven-scent-body-lotion.webp,NO,high,general-sale: lotion,,
heaven-scent-cream,HEAVEN SCENT CREAM,24.00,yes,Beauty & Toiletries,heaven-scent-cream.webp,NO,medium,consumer category: Beauty & Toiletries,,
heinz-egg-custard,HEINZ EGG CUSTARD,15.00,yes,Baby,heinz-egg-custard.jpg,NO,medium,consumer category: Baby,,
histazine-syrup-60ml,HISTAZINE SYRUP 60ML,15.00,yes,,histazine-syrup-60ml.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
honey-pot-feminine-wash-sensitive,Honey pot feminine wash (sensitive),260.00,yes,Beauty & Toiletries | Feminine Care,honey-pot-feminine-wash-sensitive.jpg,NO,medium,consumer category: Beauty & Toiletries,,
hot-water-bottle,HOT WATER BOTTLE,55.00,yes,Other,hot-water-bottle.jpg,NO,medium,consumer category: Other,,
huggies-baby-wipes,HUGGIES BABY WIPES,22.00,yes,Baby,huggies-baby-wipes.jpg,NO,high,general-sale: wipes,,
hyaluronic-acid-serum-ampoles-7s,HYALURONIC ACID SERUM AMPOLES 7'S,90.00,yes,Beauty & Toiletries,hyaluronic-acid-serum-ampoles-7s.jpg,NO,medium,consumer category: Beauty & Toiletries,,
hydralazine-hydrocloride-inj-20mg-ml,HYDRALAZINE HYDROCLORIDE INJ 20MG/ML,26.00,yes,,hydralazine-hydrocloride-inj-20mg-ml.webp,YES,high,prescription-only active: hydralazin,,
ibucap,IBUCAP,5.00,yes,,ibucap.png,NO,low,REVIEW — no category and no dosage form,,
ibuprofen-400mg-tab-eskay,IBUPROFEN 400MG TAB ESKAY,2.00,yes,,ibuprofen-400mg-tab-eskay.jpg,NO,medium,general-sale active (ibuprofen) in a dosage form,,
ibuprofen-400mg-tabs-48s,IBUPROFEN 400MG TABS 48S,46.00,no,,ibuprofen-400mg-tabs-48s.png,NO,medium,general-sale active (ibuprofen) in a dosage form,,
imodium-original-caps-uk,IMODIUM ORIGINAL CAPS UK,39.00,yes,,imodium-original-caps-uk.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
imperial-leather-bar-soap,IMPERIAL LEATHER BAR SOAP,18.00,yes,Beauty & Toiletries,imperial-leather-bar-soap.jpg,NO,high,general-sale: soap,,
impluse-tease-150ml,IMPLUSE TEASE 150ML,45.00,yes,Beauty & Toiletries,impluse-tease-150ml.webp,NO,medium,consumer category: Beauty & Toiletries,,
impresser-caps-30s,IMPRESSER CAPS 30S,83.00,yes,,impresser-caps-30s.webp,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
impresser-oil,IMPRESSER OIL,83.00,yes,,impresser-oil.webp,NO,low,REVIEW — no category and no dosage form,,
infusion-giving-set,INFUSION GIVING SET,5.00,yes,Other,infusion-giving-set.webp,NO,medium,consumer category: Other,,
ispaghula-husk-fybogel-lemon-sachets-10s,ISPAGHULA HUSK (FYBOGEL) LEMON  SACHETS 10'S,14.00,yes,,ispaghula-husk-fybogel-lemon-sachets-10s.jpg,NO,low,REVIEW — no category and no dosage form,,
iv-cannula-green,IV CANNULA GREEN,2.00,yes,Other,iv-cannula-green.png,NO,medium,consumer category: Other,,
iv-cannula-pink,IV CANNULA PINK,2.00,yes,Other,iv-cannula-pink.webp,NO,medium,consumer category: Other,,
izideen-kids-toothbrush,IZIDEEN KIDS TOOTHBRUSH,2.00,yes,Baby,izideen-kids-toothbrush.webp,NO,high,general-sale: toothbrush,,
jeba-anti-dandruff-spray,JEBA ANTI DANDRUFF SPRAY,23.00,yes,Beauty & Toiletries,jeba-anti-dandruff-spray.jpg,NO,medium,consumer category: Beauty & Toiletries,,
jeba-pomade-m-s,JEBA POMADE M/S,34.00,yes,Beauty & Toiletries,jeba-pomade-m-s.jpg,NO,medium,consumer category: Beauty & Toiletries,,
jennifers-baby-wipes-120s,JENNIFER'S BABY WIPES 120S,28.00,yes,Baby,jennifers-baby-wipes-120s.jpg,NO,high,general-sale: wipes,,
jergens-body-lotion-496ml,JERGENS BODY LOTION 496ML,175.00,yes,Beauty & Toiletries,jergens-body-lotion-496ml.jpg,NO,high,general-sale: lotion,,
jergens-body-lotion-621ml,JERGENS BODY LOTION 621ML,150.00,yes,Beauty & Toiletries,jergens-body-lotion-621ml.webp,NO,high,general-sale: lotion,,
johnsons-aqueos-cream,JOHNSON'S AQUEOS CREAM,60.00,yes,Baby | Beauty & Toiletries,johnsons-aqueos-cream.webp,NO,medium,consumer category: Baby,,
johnsons-baby-bath-500ml,JOHNSON'S BABY BATH 500ML,48.00,yes,Baby | Beauty & Toiletries,johnsons-baby-bath-500ml.png,NO,medium,consumer category: Baby,,
johnsons-baby-oil-500ml,JOHNSON'S BABY OIL 500ML,78.00,yes,Baby | Beauty & Toiletries,johnsons-baby-oil-500ml.jpg,NO,medium,consumer category: Baby,,
johnsons-baby-shampoo-300ml,JOHNSON'S BABY SHAMPOO 300ML,27.00,yes,Baby,johnsons-baby-shampoo-300ml.png,NO,high,general-sale: shampoo,,
johnsons-baby-shampoo-500ml,JOHNSON'S BABY SHAMPOO 500ML,55.00,yes,Baby,johnsons-baby-shampoo-500ml.png,NO,high,general-sale: shampoo,,
johnsons-baby-wipes-72s,JOHNSON'S BABY WIPES 72S,35.00,yes,Baby,johnsons-baby-wipes-72s.jpg,NO,high,general-sale: wipes,,
johnsons-jelly,JOHNSON'S JELLY,42.00,yes,Baby,johnsons-jelly.jpg,NO,medium,consumer category: Baby,,
johnsons-lotion-b-s,JOHNSON'S LOTION B/S,58.00,yes,Baby,johnsons-lotion-b-s.jpg,NO,high,general-sale: lotion,,
johnsons-powder,JOHNSON'S POWDER,48.00,yes,Baby | Beauty & Toiletries,johnsons-powder.png,NO,medium,consumer category: Baby,,
johnsons-powder-1,JOHNSON'S POWDER,42.00,yes,Baby,johnsons-powder-1.png,NO,medium,consumer category: Baby,,
johnsons-shiny-drops-shampoo-500ml,JOHNSON'S SHINY DROPS SHAMPOO 500ML,33.00,yes,Baby | Beauty & Toiletries,johnsons-shiny-drops-shampoo-500ml.jpg,NO,high,general-sale: shampoo,,
johnsons-v-rich-lot-papaya-400ml,JOHNSON'S V/RICH LOT.PAPAYA 400ML,30.00,yes,Beauty & Toiletries,johnsons-v-rich-lot-papaya-400ml.jpg,NO,medium,consumer category: Beauty & Toiletries,,
johnsons-v-rich-lotion-rose-water,JOHNSON'S V/RICH LOTION+ ROSE WATER,30.00,yes,Beauty & Toiletries,johnsons-v-rich-lotion-rose-water.jpg,NO,high,general-sale: lotion,,
johnsons-yoghurt-lot-peach,JOHNSON'S YOGHURT LOT. PEACH,30.00,yes,Beauty & Toiletries,johnsons-yoghurt-lot-peach.webp,NO,medium,consumer category: Beauty & Toiletries,,
kamill-hand-nail-cream,KAMILL HAND  & NAIL CREAM,35.00,yes,Beauty & Toiletries,kamill-hand-nail-cream.webp,NO,medium,consumer category: Beauty & Toiletries,,
kel-kids-toothpaste,KEL KIDS TOOTHPASTE,14.00,yes,Baby,kel-kids-toothpaste.jpg,NO,high,general-sale: toothpaste,,
ketazol-shampoo-100ml,KETAZOL SHAMPOO 100ML,64.00,yes,Beauty & Toiletries,ketazol-shampoo-100ml.webp,NO,high,general-sale: shampoo,,
kidivite-syrup-200ml,KIDIVITE SYRUP 200ML,26.00,yes,Vitamins & Supplements,kidivite-syrup-200ml.jpg,YES,low,"REVIEW — dosage form, active not recognised",,
kids-spoon,KIDS SPOON,50.00,yes,Baby,kids-spoon.webp,NO,medium,consumer category: Baby,,
kids-toothbrush-multipack,KIDS TOOTHBRUSH MULTIPACK,35.00,yes,Baby,kids-toothbrush-multipack.jpg,NO,high,general-sale: toothbrush,,
killit-mosquito-spray,KILLIT MOSQUITO SPRAY,39.00,yes,Other,killit-mosquito-spray.jpg,NO,medium,consumer category: Other,,
kingdom-garlic-caps-30s,KINGDOM GARLIC CAPS 30S,49.00,yes,,kingdom-garlic-caps-30s.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
kiss-condom-all-types,KISS CONDOM ALL TYPES,6.00,yes,Other,kiss-condom-all-types.png,NO,medium,consumer category: Other,,
kleen-shave-razor-blades,KLEEN SHAVE RAZOR BLADES,3.00,yes,Other,kleen-shave-razor-blades.jpg,NO,medium,consumer category: Other,,
koflet-lozenges,KOFLET LOZENGES,2.00,yes,,koflet-lozenges.jpg,NO,low,REVIEW — no category and no dosage form,,
koflet-syrup-100ml,KOFLET SYRUP 100ML,50.00,yes,,koflet-syrup-100ml.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
kofof-child-expectorant,KOFOF CHILD EXPECTORANT,14.00,no,,kofof-child-expectorant.jpg,NO,low,REVIEW — no category and no dosage form,,
kuza-hair-pommade-226g-m-s,KUZA HAIR POMMADE 226G M/S,48.00,yes,Beauty & Toiletries,kuza-hair-pommade-226g-m-s.jpg,NO,medium,consumer category: Beauty & Toiletries,,
lavet-feminine-wash,LAVET FEMININE WASH,45.00,yes,Feminine Care,lavet-feminine-wash.jpg,NO,medium,consumer category: Feminine Care,,
leena-syrup,LEENA SYRUP,26.00,yes,,leena-syrup.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
lemon-ginger-tea,LEMON & GINGER TEA,45.00,yes,Other,lemon-ginger-tea.png,NO,medium,consumer category: Other,,
lenor-fab-cond-1-75l,LENOR FAB COND 1.75L,72.00,yes,Other,lenor-fab-cond-1-75l.webp,NO,medium,consumer category: Other,,
lexofen-plus-tabs,LEXOFEN PLUS TABS,12.00,yes,,lexofen-plus-tabs.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
lexporin-powder,LEXPORIN POWDER,59.00,yes,,,NO,low,REVIEW — no category and no dosage form,,
lisinopril-10mg-tabs-uk,LISINOPRIL 10MG TABS UK,1.00,yes,,lisinopril-10mg-tabs-uk.jpg,YES,high,prescription-only active: lisinopr,,
liv-52-rabs-100s,LIV 52 RABS 100S,120.00,yes,,liv-52-rabs-100s.webp,NO,low,REVIEW — no category and no dosage form,,
lofnac-100-supporsitory,LOFNAC 100 SUPPORSITORY,2.50,yes,,lofnac-100-supporsitory.jpg,NO,low,REVIEW — no category and no dosage form,,
loral-men-expert-250mls,LORAL MEN EXPERT 250MLS,65.00,yes,Beauty & Toiletries,loral-men-expert-250mls.jpg,NO,medium,consumer category: Beauty & Toiletries,,
loratadine-10mg-teva,LORATADINE 10MG TEVA,9.00,yes,,loratadine-10mg-teva.jpg,NO,medium,general-sale active (loratadin) in a dosage form,,
lorazepam-1mg,LORAZEPAM 1MG,2.00,yes,,,YES,high,controlled substance: lorazepam,,
lorazepam-2mg,LORAZEPAM 2MG,3.00,yes,,,YES,high,controlled substance: lorazepam,,
lozaty-strawberry-lozenges-16s-1,LOZATY STRAWBERRY LOZENGES 16S,24.00,yes,,lozaty-strawberry-lozenges-16s-1.webp,NO,low,REVIEW — no category and no dosage form,,
lozaty-strawberry-lozenges-16s,LOZATY STRAWBERRY LOZENGES 16S,3.00,yes,,lozaty-strawberry-lozenges-16s.webp,NO,low,REVIEW — no category and no dosage form,,
luex-adult-chesty-150ml,LUEX ADULT CHESTY 150ML,40.00,yes,,luex-adult-chesty-150ml.jpg,NO,low,REVIEW — no category and no dosage form,,
luex-adult-dry-cough-syrup-100ml,LUEX ADULT DRY COUGH SYRUP 100ML,38.00,yes,,luex-adult-dry-cough-syrup-100ml.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
luex-baby-cough-syp-150ml,LUEX BABY COUGH SYP 150ML,38.00,yes,,luex-baby-cough-syp-150ml.jpg,NO,low,REVIEW — no category and no dosage form,,
lufart-ds,LUFART DS,33.00,yes,,lufart-ds.jpg,NO,low,REVIEW — no category and no dosage form,,
lumigan-eye-drop-0-03,LUMIGAN EYE DROP 0.03%,364.00,no,,lumigan-eye-drop-0-03.webp,NO,low,REVIEW — no category and no dosage form,,
lux-shower-gel,LUX SHOWER GEL,48.00,yes,Beauty & Toiletries,lux-shower-gel.jpg,NO,medium,consumer category: Beauty & Toiletries,,
lynx-shower-gel-500ml,LYNX SHOWER GEL 500ML,45.00,yes,Beauty & Toiletries,lynx-shower-gel-500ml.jpg,NO,medium,consumer category: Beauty & Toiletries,,
maalox-satchet-20s,MAALOX  SATCHET 20s,6.00,yes,,maalox-satchet-20s.jpg,NO,high,general-sale: maalox,,
magic-shaving-cream,MAGIC SHAVING CREAM,130.00,yes,Other,magic-shaving-cream.jpg,NO,medium,consumer category: Other,,
magsafe-car-mount,MagSafe car mount,195.00,yes,Other,magsafe-car-mount.jpg,NO,medium,consumer category: Other,,
major-ephedrine-nasal-drops,MAJOR EPHEDRINE NASAL DROPS,18.00,yes,,major-ephedrine-nasal-drops.webp,NO,low,REVIEW — no category and no dosage form,,
malafan-tabs,MALAFAN TABS,7.00,yes,,malafan-tabs.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
malazia-deo-spray-l-s,MALAZIA DEO SPRAY L/S,30.00,yes,Beauty & Toiletries,malazia-deo-spray-l-s.jpg,NO,medium,consumer category: Beauty & Toiletries,,
mamia-baby-food-pouch,MAMIA BABY FOOD POUCH,33.00,no,Baby,mamia-baby-food-pouch.jpg,NO,medium,consumer category: Baby,,
mark-ii-inhaler,MARK II INHALER,17.00,yes,,mark-ii-inhaler.webp,NO,low,REVIEW — no category and no dosage form,,
mates-comfort-condoms,MATES COMFORT CONDOMS,95.00,yes,Other,mates-comfort-condoms.jpg,NO,medium,consumer category: Other,,
mates-orgazmax-extreme-dotted-condoms,MATES ORGAZMAX EXTREME DOTTED CONDOMS,120.00,yes,Other,mates-orgazmax-extreme-dotted-condoms.jpg,NO,medium,consumer category: Other,,
mates-protect,MATES PROTECT,95.00,yes,Other,mates-protect.jpg,NO,medium,consumer category: Other,,
mates-ultra-thin-condoms,MATES ULTRA THIN CONDOMS,95.00,yes,Other,mates-ultra-thin-condoms.webp,NO,medium,consumer category: Other,,
medisure-pill-box-7-days,MEDISURE PILL BOX 7 DAYS,35.00,yes,,medisure-pill-box-7-days.jpg,NO,low,REVIEW — no category and no dosage form,,
menopace-uk,MENOPACE UK,108.00,yes,Vitamins & Supplements,menopace-uk.jpg,NO,medium,consumer category: Vitamins & Supplements,,
menthodex-syrup-200ml,MENTHODEX SYRUP 200ML,72.00,yes,,menthodex-syrup-200ml.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
menthox-cough-syrup,MENTHOX COUGH SYRUP,13.00,yes,,menthox-cough-syrup.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
menthox-jnr-syrup,MENTHOX JNR SYRUP,11.00,yes,Baby,menthox-jnr-syrup.jpg,YES,low,"REVIEW — dosage form, active not recognised",,
metformin-denk-1000mg,METFORMIN DENK 1000MG,65.00,yes,,metformin-denk-1000mg.webp,YES,high,prescription-only active: metformin,,
metformin-denk-850mg,METFORMIN DENK 850MG,45.00,yes,,metformin-denk-850mg.png,YES,high,prescription-only active: metformin,,
methylated-spirit-60ml,METHYLATED SPIRIT 60ML,5.00,yes,Other,,NO,medium,consumer category: Other,,
metoclopramide-tabs-10mg-ecl,METOCLOPRAMIDE TABS 10MG (ECL),0.50,yes,,metoclopramide-tabs-10mg-ecl.jpg,YES,high,prescription-only active: metoclopramid,,
metrolex-f-400mg-100mg-tabs,METROLEX-F 400MG/100MG TABS,33.00,yes,,metrolex-f-400mg-100mg-tabs.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
metronidazole-susp-100ml-m-g,METRONIDAZOLE SUSP. 100ML (M&G),10.00,yes,,,YES,high,prescription-only active: metronidaz,,
mgl-hair-food,MGL HAIR FOOD,54.00,yes,Beauty & Toiletries,mgl-hair-food.jpg,NO,medium,consumer category: Beauty & Toiletries,,
milk-of-mag-starwins360ml,MILK OF MAG (STARWINS)360ML,55.00,no,,milk-of-mag-starwins360ml.webp,NO,low,REVIEW — no category and no dosage form,,
minlu-multi-charging-cable,Minlu multi charging cable,195.00,yes,Other,minlu-multi-charging-cable.jpg,NO,medium,consumer category: Other,,
miracase-car-phone-holder,Miracase car phone holder,380.00,yes,Other,miracase-car-phone-holder.jpg,NO,medium,consumer category: Other,,
mist-expect-sed,MIST EXPECT SED,7.00,yes,,mist-expect-sed.png,NO,low,REVIEW — no category and no dosage form,,
moln-xl-weekly-pill-organiser-pink,MOLN XL weekly pill organiser (pink),140.00,no,Other,moln-xl-weekly-pill-organiser-pink.jpg,NO,medium,consumer category: Other,,
moln-xl-weekly-pill-organizer-pink,MOLN XL WEEKLY PILL ORGANIZER (PINK),140.00,no,Other,moln-xl-weekly-pill-organizer-pink.jpg,NO,medium,consumer category: Other,,
morning-fresh,MORNING FRESH,22.00,yes,Other,morning-fresh.jpg,NO,medium,consumer category: Other,,
mr-muscle-window-cleaner-750ml,MR MUSCLE WINDOW CLEANER 750ML,33.00,yes,Other,mr-muscle-window-cleaner-750ml.webp,NO,medium,consumer category: Other,,
mr-q-1,MR Q,14.50,yes,,mr-q-1.jpg,NO,low,REVIEW — no category and no dosage form,,
multivitamin-tabspharmanova,MULTIVITAMIN TABS(PHARMANOVA),1.00,yes,,multivitamin-tabspharmanova.webp,NO,medium,general-sale active (vitamin) in a dosage form,,
muscle-tech-nitro-tech-whey-protien-998g,MUSCLE TECH NITRO TECH WHEY PROTIEN 998G,830.00,no,Vitamins & Supplements,muscle-tech-nitro-tech-whey-protien-998g.jpg,NO,medium,consumer category: Vitamins & Supplements,,
mycostat-150mg-caps-1s,MYCOSTAT 150MG CAPS 1'S,9.00,yes,,mycostat-150mg-caps-1s.png,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
mycota-athletes-foot-cream,MYCOTA ATHLETE'S FOOT CREAM,75.00,yes,Other,mycota-athletes-foot-cream.png,NO,medium,consumer category: Other,,
nair-hair-remover,NAIR HAIR REMOVER,71.00,yes,Beauty & Toiletries,nair-hair-remover.jpg,NO,medium,consumer category: Beauty & Toiletries,,
nan-1,NAN 1,114.00,yes,Baby,nan-1.jpg,NO,medium,consumer category: Baby,,
nan-2,NAN 2,114.00,yes,Baby,nan-2.jpg,NO,medium,consumer category: Baby,,
naproxen-500mg-tabs-100s,NAPROXEN 500MG TABS 100S,12.00,yes,,naproxen-500mg-tabs-100s.webp,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
nature-made-c-d3-zinc-60s,NATURE MADE  C + D3 + ZINC 60'S,200.00,yes,Vitamins & Supplements,nature-made-c-d3-zinc-60s.webp,NO,high,general-sale: zinc,,
nature-made-b-complex-c-140s,NATURE MADE B COMPLEX + C 140'S,204.00,yes,Vitamins & Supplements,nature-made-b-complex-c-140s.jpg,NO,medium,consumer category: Vitamins & Supplements,,
nature-made-b12-1000-mcg-150s,NATURE MADE B12 1000 MCG 150'S,231.00,yes,Vitamins & Supplements,nature-made-b12-1000-mcg-150s.jpg,YES,low,"REVIEW — dosage form, active not recognised",,
nature-made-coq10-200mg-105s,NATURE MADE BIOTIN 2500 MCG 90'S,269.00,yes,Vitamins & Supplements,nature-made-coq10-200mg-105s.jpg,YES,low,"REVIEW — dosage form, active not recognised",,
nature-made-calcium-600mg-d3-220s,NATURE MADE CALCIUM 600MG+D3 (220'S),515.00,yes,Vitamins & Supplements,nature-made-calcium-600mg-d3-220s.webp,NO,medium,general-sale active (calcium) in a dosage form,,
nature-made-collagen-gummies-60-counts,NATURE MADE COLLAGEN GUMMIES 60 COUNTS,380.00,yes,Vitamins & Supplements,nature-made-collagen-gummies-60-counts.jpg,NO,medium,consumer category: Vitamins & Supplements,,
nature-made-collagen-peptides-power-317-8g,NATURE MADE COLLAGEN PEPTIDES POWER (317.8G),580.00,yes,Vitamins & Supplements,nature-made-collagen-peptides-power-317-8g.jpg,NO,medium,consumer category: Vitamins & Supplements,,
nature-made-coq10-200mg-105s-1,NATURE MADE CoQ10 200MG 105'S,680.00,yes,Vitamins & Supplements,nature-made-coq10-200mg-105s-1.jpg,YES,low,"REVIEW — dosage form, active not recognised",,
nature-made-fish-oil-1200mg-150s,NATURE MADE FISH OIL 1200MG 150'S,380.00,no,Vitamins & Supplements,nature-made-fish-oil-1200mg-150s.jpg,YES,low,"REVIEW — dosage form, active not recognised",,
nature-made-hair-skin-nails-150s,NATURE MADE HAIR SKIN &NAILS 150'S,330.00,yes,Vitamins & Supplements,nature-made-hair-skin-nails-150s.jpg,NO,medium,consumer category: Vitamins & Supplements,,
nature-made-iron-65mg-180s,NATURE MADE IRON 65MG 180'S,202.00,yes,Vitamins & Supplements,nature-made-iron-65mg-180s.jpg,NO,medium,general-sale active (iron ) in a dosage form,,
nature-made-stress-relief-40s,NATURE MADE STRESS RELIEF 40'S,410.00,no,Vitamins & Supplements,nature-made-stress-relief-40s.jpg,NO,medium,consumer category: Vitamins & Supplements,,
nature-made-vitamin-c-gummies-500mg-60s,NATURE MADE VITAMIN C GUMMIES 500MG  60'S,168.00,yes,Vitamins & Supplements,nature-made-vitamin-c-gummies-500mg-60s.webp,NO,medium,general-sale active (vitamin) in a dosage form,,
nature-made-vitamin-e-400-iu-180mg-100s,NATURE MADE VITAMIN E 400 IU 180MG 100'S,298.00,yes,Vitamins & Supplements,nature-made-vitamin-e-400-iu-180mg-100s.jpg,NO,medium,general-sale active (vitamin) in a dosage form,,
natures-bounty-gummies,NATURE'S BOUNTY GUMMIES,240.00,yes,Vitamins & Supplements,natures-bounty-gummies.jpg,NO,medium,consumer category: Vitamins & Supplements,,
nature-s-bounty-gummies,Nature’s Bounty gummies,320.00,yes,Vitamins & Supplements,nature-s-bounty-gummies.jpg,NO,medium,consumer category: Vitamins & Supplements,,
neo-hycolex-drops-10ml,NEO HYCOLEX DROPS 10ML,47.00,yes,,neo-hycolex-drops-10ml.jpg,NO,low,REVIEW — no category and no dosage form,,
nescafe-gold,NESCAFE GOLD,100.00,yes,Other,nescafe-gold.jpg,NO,medium,consumer category: Other,,
nestle-cerelac,Nestle Cerelac,42.00,yes,Baby,nestle-cerelac.jpg,NO,medium,consumer category: Baby,,
neurozan-original,NEUROZAN  ORIGINAL,325.00,yes,,neurozan-original.jpg,NO,low,REVIEW — no category and no dosage form,,
neutrogena-acne-wash,NEUTROGENA ACNE WASH,174.00,yes,Beauty & Toiletries,neutrogena-acne-wash.jpg,NO,medium,consumer category: Beauty & Toiletries,,
neutrogena-blackhead-facial-scrub,NEUTROGENA BLACKHEAD FACIAL SCRUB,48.00,yes,Beauty & Toiletries,neutrogena-blackhead-facial-scrub.jpg,NO,medium,consumer category: Beauty & Toiletries,,
neutrogena-oil-balancing-facial-scrub,NEUTROGENA OIL BALANCING FACIAL SCRUB,48.00,no,Beauty & Toiletries,neutrogena-oil-balancing-facial-scrub.jpg,NO,medium,consumer category: Beauty & Toiletries,,
neutrogena-pink-grapefruit-facial-scrub,NEUTROGENA PINK GRAPEFRUIT FACIAL SCRUB,40.00,yes,Beauty & Toiletries,neutrogena-pink-grapefruit-facial-scrub.jpg,NO,medium,consumer category: Beauty & Toiletries,,
neutrogena-visibly-clear-scrub-spot,NEUTROGENA VISIBLY CLEAR SCRUB SPOT,57.00,yes,Beauty & Toiletries,neutrogena-visibly-clear-scrub-spot.jpg,NO,medium,consumer category: Beauty & Toiletries,,
nexium-10mg-sachet,NEXIUM 10MG (SACHET),24.00,yes,,nexium-10mg-sachet.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
nido-1,NIDO +1,73.00,yes,Baby,nido-1.jpg,NO,medium,consumer category: Baby,,
nido-tin,NIDO TIN,78.00,yes,Baby,nido-tin.jpg,NO,medium,consumer category: Baby,,
nifecard-xl-30mg-tabs,NIFECARD XL 30MG TABS,3.00,yes,,nifecard-xl-30mg-tabs.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
nifedipine-20mg-nifidose,NIFEDIPINE 20MG (NIFIDOSE),3.00,yes,,,YES,high,prescription-only active: nifedipin,,
nivea-q10-sheet-facial-mask,NIVEA  Q10 SHEET FACIAL MASK,53.00,yes,Beauty & Toiletries,nivea-q10-sheet-facial-mask.jpg,NO,medium,consumer category: Beauty & Toiletries,,
nivea-b-w-roll-on,NIVEA B&W ROLL ON,25.00,no,Beauty & Toiletries,nivea-b-w-roll-on.jpg,NO,high,general-sale: roll on,,
nivea-body-lotion-radiant-beauty,NIVEA BODY LOTION  RADIANT & BEAUTY,103.00,yes,Beauty & Toiletries,nivea-body-lotion-radiant-beauty.jpg,NO,high,general-sale: lotion,,
nivea-body-lotion-400ml-rich-nourishing,NIVEA BODY LOTION 400ML RICH NOURISHING,63.00,yes,Beauty & Toiletries,nivea-body-lotion-400ml-rich-nourishing.png,NO,high,general-sale: lotion,,
nivea-day-cream,NIVEA DAY CREAM,68.00,yes,Beauty & Toiletries,,NO,medium,consumer category: Beauty & Toiletries,,
nivea-deo-spray,NIVEA DEO SPRAY,54.00,yes,Beauty & Toiletries,nivea-deo-spray.jpg,NO,medium,consumer category: Beauty & Toiletries,,
nivea-deo-spray-men,NIVEA DEO SPRAY MEN,44.00,yes,Beauty & Toiletries,nivea-deo-spray-men.webp,NO,medium,consumer category: Beauty & Toiletries,,
nivea-deo-spray-women-150ml,NIVEA DEO SPRAY WOMEN 150ML,43.00,yes,Beauty & Toiletries,nivea-deo-spray-women-150ml.jpg,NO,medium,consumer category: Beauty & Toiletries,,
nivea-deo-stick-women-50ml,NIVEA DEO STICK WOMEN 50ML,30.00,yes,Beauty & Toiletries,nivea-deo-stick-women-50ml.webp,NO,medium,consumer category: Beauty & Toiletries,,
nivea-roll-on-men,NIVEA ROLL ON MEN,25.00,yes,Beauty & Toiletries,nivea-roll-on-men.webp,NO,high,general-sale: roll on,,
nivea-roll-on-women,NIVEA ROLL ON WOMEN,24.00,yes,Beauty & Toiletries,nivea-roll-on-women.jpg,NO,high,general-sale: roll on,,
nivea-soft-hand-cream,NIVEA SOFT HAND CREAM,49.00,yes,Beauty & Toiletries,nivea-soft-hand-cream.jpg,NO,medium,consumer category: Beauty & Toiletries,,
nix-sardines-in-sunflower,NIX SARDINES IN SUNFLOWER,22.00,yes,Other,nix-sardines-in-sunflower.webp,NO,medium,consumer category: Other,,
